Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Late-demographic dividend,LTE,..,104.011399785584,253.060623241488,254.972572279456,269.555271784686,287.731564664628,309.343469694905,333.893404471546,343.193695686181,368.030529839418,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Latin America & Caribbean,LCN,..,216.301225735683,340.374924024563,334.082421017293,338.324469651057,346.757148559178,367.02539763775,356.202435384933,337.077173144551,368.888263445043,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Latin America & Caribbean (excluding high income),LAC,..,213.741099313295,329.858678641358,321.204406964731,323.407599302164,330.281693648763,348.572315447426,352.17073973338,332.31244556842,363.962147632819,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,219.213751252817,341.862946221921,334.527638416712,339.804299576274,348.208427774723,368.579041788784,357.488499246779,338.868926393676,370.761981846179,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Least developed countries: UN classification,LDC,..,21.544821463586,57.0549434057276,61.6538795463181,64.4309635781111,63.9687145545966,64.1557062750934,67.7383057521885,66.7078758562452,68.9648298992585,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Low & middle income,LMY,..,82.2033644827115,167.651899641274,170.713320470418,176.751560094105,175.955678346366,183.603343266534,192.656125666497,195.001455456482,209.421477211106,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Low income,LIC,..,24.4217335379994,50.4334811007717,52.0441734466192,53.868800894592,51.8088142799917,48.5862243880859,50.8909850231301,47.3463520005845,49.7927793228954,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Lower middle income,LMC,..,57.3088540518152,119.021582283862,123.913950938063,127.003729621762,115.141796477993,117.594048524544,122.671335393539,122.122795310211,135.649142920106,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Middle East & North Africa,MEA,..,197.064769189014,295.487060272179,317.229093812423,337.443708684276,340.761530170253,331.178509437917,314.60156679353,300.051438404643,309.436370256017,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Middle East & North Africa (excluding high income),MNA,..,177.438600310469,278.991294360696,302.456575364151,322.77567781857,328.214594930801,316.258805569172,304.800538053964,285.230241668285,296.536765387345,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,177.438600310469,278.991294360696,302.456575364151,322.77567781857,328.214594930801,316.258805569172,304.800538053964,285.230241668285,296.536765387345,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Middle income,MIC,..,86.5036117103937,178.702108696443,182.094948497253,188.032897519403,187.799566870141,196.719722875325,206.686676134851,209.897836387361,225.840720487516,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,North America,NAC,..,657.616443517435,1021.68406197188,1050.6722622419,1086.51361607594,1100.82576314522,1132.64313864435,1168.73044337516,1135.11044023319,1247.48312249253,1296.08403870407,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,OECD members,OED,..,388.879318246671,674.022634280915,695.087539131621,720.161213893151,739.419163791834,766.856786522521,797.009319693029,771.133151083982,840.705035548663,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Other small states,OSS,..,196.08665953377,360.597602302473,371.153044129573,397.698279071589,430.710702417289,439.374522718047,441.298789769008,392.072331515588,385.794095890546,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Pacific island small states,PSS,..,14.9331781926793,35.7389851279925,39.3323018201036,38.8879234919307,32.1632894365517,45.3332753430735,49.3702914220828,46.3926241998581,48.3925031333163,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Post-demographic dividend,PST,..,421.034615328235,753.17358115747,778.173670256034,805.066774711788,827.396133252021,862.326742031108,899.335234661731,871.805592453818,950.218094064472,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Pre-demographic dividend,PRE,..,34.7012341072601,77.5863840267655,81.8737222448057,82.7071323843698,84.9845735212917,76.2737350489287,76.2737496144979,80.2653068257761,87.9878342328047,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Small states,SST,..,158.802538520796,303.19831198033,310.46951388643,328.775519815595,354.649282532957,364.679961573159,368.597775681763,329.778068678015,331.57977390867,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,South Asia,SAS,..,54.3169650573023,114.574666618685,116.024899572879,118.857626980261,98.2580640105029,100.934820071252,106.934257395715,108.185822749798,119.106956809929,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,South Asia (IDA & IBRD),TSA,..,54.3169650573022,114.574666618685,116.024899572879,118.857626980261,98.2580640105029,100.934820071252,106.934257395715,108.185822749798,119.106956809929,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Sub-Saharan Africa,SSF,..,35.8722903917437,62.7656840181056,65.1669870912227,67.0212477350154,66.1983816064068,59.1233711721375,58.263864288825,58.9331016024867,66.2422186814477,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Sub-Saharan Africa (excluding high income),SSA,..,35.8619655787597,62.7418961966476,65.1469892922478,66.9981925932093,66.1764277465237,59.0988736346573,58.239631967206,58.9082213853102,66.2191827762277,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,35.8722903917437,62.7656840181056,65.1669870912227,67.0212477350154,66.1983816064067,59.1233711721375,58.263864288825,58.9331016024867,66.2422186814477,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,Upper middle income,UMC,..,112.78930745851,239.578503273526,241.854321799212,251.152850624443,263.442265842382,279.647435934115,295.362589363805,303.293017501198,322.638861800246,..,..
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,World,WLD,..,142.831511380785,265.681710117651,271.794777504837,281.563603184455,284.344650952934,295.405142032966,306.877052586318,303.781549041943,327.888728094329,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/16/2024,,,,,,,,,,,,,,,
